size(sqft),parking_lot,rooms,price(ksh),year_built
707.2925585,2,4,69700,2023
340.1360544,1,3,167300,2023
1255.804137,2,3,174300,2024
1980.19802,1,2,128800,2024
1116.29795,3,2,271300,2023
1638.088289,2,2,89700,2024
1544.509969,3,3,197400,2022
380.0114003,2,4,87500,2021
1085.141903,3,4,185300,2021
1895.285477,1,4,93800,2022
699.0521327,3,4,130700,2021
909.4745727,4,3,235300,2024
1563.610519,3,4,87500,2014
2765.878877,4,5,185300,2014
1161.350263,2,5,93800,2013
1390.108282,3,5,130700,2019
1220.008133,4,4,235300,2019
855.0662676,3,5,130700,2010
1177.971925,4,4,235300,2024
850.1259446,4,3,98100,2024
875.0290901,3,3,217800,2023
1050.080775,4,3,275300,2022
831.8708319,3,3,311500,2023
1173.295788,4,4,74600,2023
900.090009,2,5,96400,2022
909.0909091,2,5,70200,2023
1170.062538,3,5,94200,2023
1164.483261,2,3,251000,2024
990.0990099,3,4,69700,2024
1764.137264,2,3,167300,2023
1150.003594,3,4,174300,2024
640,2,3,128800,2022
1295.143213,1,2,271300,2021
1254.275941,1,2,89700,2021
1390.268123,2,3,197400,2022
1155.115512,3,4,87500,2021
505.0505051,3,4,185300,2024
867.2676407,2,3,93800,2014
1424.444444,9,4,130700,2014
1055.081458,4,3,235300,2013
450.0121625,3,4,70200,2019
